Customer ID,Region,State,City,Postal Code,AddressID
SP-20650,West,California,San Jose,95123,A000074
NK-18490,West,Washington,Seattle,98105,A000075
DB-13060,West,Washington,Seattle,98115,A000076
NP-18670,Central,Oklahoma,Edmond,73034,A000077
TT-21070,West,California,Los Angeles,90045,A000078
EM-13960,East,Pennsylvania,Philadelphia,19134,A000079
RD-19900,West,New Mexico,Carlsbad,88220,A000080
MJ-17740,West,Washington,Seattle,98115,A000081
BM-11140,Central,Texas,San Antonio,78207,A000082
CS-12130,West,California,Los Angeles,90004,A000083
JB-15400,Central,Illinois,Chicago,60623,A000084
SJ-20500,Central,Texas,Houston,77036,A000085
JE-15745,East,Ohio,Newark,43055,A000086
JK-15640,East,New York,New York City,10009,A000087
DK-13150,Central,Illinois,Decatur,62521,A000088
RM-19675,South,Louisiana,Monroe,71203,A000089
SK-19990,East,Connecticut,Fairfield,6824,A000090
FM-14290,West,California,Los Angeles,90032,A000091
AM-10360,Central,Texas,Grand Prairie,75051,A000092
MP-17470,East,New York,New York City,10035,A000093
MZ-17515,West,California,Redlands,92374,A000094
CB-12025,East,Ohio,Hamilton,45011,A000095
VM-21685,East,New Jersey,Westfield,7090,A000096
FH-14365,East,Pennsylvania,Philadelphia,19120,A000097
MB-17305,East,Ohio,Akron,44312,A000098
BS-11755,West,Colorado,Denver,80219,A000099
LC-17140,Central,Texas,Dallas,75220,A000100
HK-14890,South,Tennessee,Franklin,37064,A000101
LE-16810,West,California,Whittier,90604,A000102
JH-15985,Central,Michigan,Saginaw,48601,A000103
MS-17980,Central,Texas,Dallas,75220,A000104
VW-21775,East,Ohio,Medina,44256,A000105
JH-15910,West,California,Los Angeles,90032,A000106
JB-15925,East,Ohio,Dublin,43017,A000107
DS-13180,Central,Michigan,Detroit,48227,A000108
VD-21670,South,Tennessee,Columbia,38401,A000109
EA-14035,South,North Carolina,Charlotte,28205,A000110
CS-12400,South,Florida,Tampa,33614,A000111
DB-13120,West,California,Santa Clara,95051,A000112
KL-16645,Central,Illinois,Chicago,60610,A000113
DW-13480,Central,Minnesota,Lakeville,55044,A000114
LH-17155,West,California,San Francisco,94109,A000115
KC-16540,West,California,San Diego,92037,A000116
DL-13315,East,New York,New York City,10024,A000117
DR-12880,Central,Illinois,Chicago,60623,A000118
CC-12670,East,New York,New York City,10009,A000119
Dl-13600,Central,Texas,Pasadena,77506,A000120
SB-20290,Central,Texas,Houston,77036,A000121
RC-19825,Central,Illinois,Chicago,60610,A000122
AH-10210,West,California,Brentwood,94513,A000123
CB-12535,South,North Carolina,Chapel Hill,27514,A000124
PG-18895,East,New Jersey,Morristown,7960,A000125
CA-12310,East,Ohio,Cincinnati,45231,A000126
KH-16690,West,California,San Francisco,94110,A000127
HA-14920,West,California,San Francisco,94109,A000128
BB-10990,West,California,Inglewood,90301,A000129
AG-10495,East,Pennsylvania,Philadelphia,19140,A000130
SC-20725,Central,Texas,Houston,77070,A000131
JO-15280,West,California,Los Angeles,90004,A000132
TB-21520,West,Oregon,Portland,97206,A000133
AH-10195,South,Florida,Tamarac,33319,A000134
NZ-18565,East,Ohio,Columbus,43229,A000135
KL-16555,West,Colorado,Colorado Springs,80906,A000136
JD-15895,East,New Jersey,Belleville,7109,A000137
JH-15910,Central,Illinois,Chicago,60623,A000138
AS-10225,East,New York,New York City,10024,A000139
KB-16600,Central,Michigan,Taylor,48180,A000140
CR-12625,East,New Jersey,Lakewood,8701,A000141
SH-20395,South,Virginia,Arlington,22204,A000142
BP-11185,West,Colorado,Arvada,80004,A000143
TS-21205,East,New Jersey,Hackensack,7601,A000144
AG-10525,South,Florida,Saint Petersburg,33710,A000145
SP-20860,East,Pennsylvania,Philadelphia,19143,A000146
NM-18445,East,New York,New York City,10024,A000147
FA-14230,West,California,Long Beach,90805,A000148
GK-14620,West,California,Hesperia,92345,A000149
DJ-13510,South,Tennessee,Murfreesboro,37130,A000150
PO-18850,East,Pennsylvania,Philadelphia,19143,A000151
JL-15850,East,Pennsylvania,Philadelphia,19134,A000152
DB-13615,West,California,Los Angeles,90045,A000153
AC-10420,West,California,San Francisco,94122,A000154
KL-16645,West,Utah,Layton,84041,A000155
CS-12130,Central,Texas,Austin,78745,A000156
CC-12550,West,California,San Francisco,94122,A000157
TD-20995,East,Massachusetts,Lowell,1852,A000158
AB-10060,East,New York,New York City,10009,A000159
JL-15505,East,New York,New York City,10035,A000160
HK-14890,South,North Carolina,Charlotte,28205,A000161
VB-21745,South,Georgia,Columbus,31907,A000162
KW-16435,East,New York,New York City,10009,A000163
JD-16060,West,California,San Francisco,94109,A000164
MK-17905,East,Connecticut,Manchester,6040,A000165
GT-14755,Central,Texas,Harlingen,78550,A000166
AG-10900,West,Arizona,Tucson,85705,A000167
MM-18280,Central,Illinois,Quincy,62301,A000168
AR-10405,East,Massachusetts,Franklin,2038,A000169
RA-19915,Central,Texas,Houston,77095,A000170
AS-10285,West,California,San Francisco,94109,A000171
LA-16780,Central,Michigan,Taylor,48180,A000172
DO-13435,South,Florida,Pembroke Pines,33024,A000173
DK-13225,East,Pennsylvania,Philadelphia,19140,A000174
NG-18430,East,Ohio,Cincinnati,45231,A000175
MV-18190,East,New York,New York City,10009,A000176
JG-15115,West,Washington,Des Moines,98198,A000177
BP-11095,Central,Illinois,Peoria,61604,A000178
VP-21730,West,Nevada,Las Vegas,89115,A000179
SS-20140,East,Rhode Island,Warwick,2886,A000180
HP-14815,Central,Michigan,Jackson,49201,A000181
AG-10675,Central,Texas,Houston,77036,A000182
LF-17185,South,Florida,Miami,33180,A000183
SP-20650,South,North Carolina,Wilmington,28403,A000184
RF-19840,East,New York,New York City,10024,A000185
KH-16510,West,California,San Francisco,94110,A000186
KC-16675,West,Washington,Seattle,98105,A000187
CJ-12010,West,California,Huntington Beach,92646,A000188
PB-19150,West,California,Los Angeles,90004,A000189
VB-21745,South,Kentucky,Richmond,40475,A000190
SP-20860,West,California,Los Angeles,90045,A000191
JE-15745,West,Colorado,Louisville,80027,A000192
MP-17965,East,Massachusetts,Lawrence,1841,A000193
NF-18385,South,Mississippi,Jackson,39212,A000194
JM-15265,Central,Michigan,Canton,48187,A000195
SD-20485,East,New York,New Rochelle,10801,A000196
KH-16630,Central,Texas,San Antonio,78207,A000197
RB-19795,South,North Carolina,Gastonia,28052,A000198
DB-13060,East,Massachusetts,Lowell,1852,A000199
MK-18160,South,Florida,Jacksonville,32216,A000200
PO-19180,Central,Illinois,Chicago,60623,A000201
BB-11545,Central,Texas,Houston,77070,A000202
CV-12805,East,New York,New York City,10024,A000203
PK-19075,Central,Michigan,Detroit,48227,A000204
TB-21595,Central,Indiana,Columbus,47201,A000205
RB-19360,East,New York,Auburn,13021,A000206
EB-13705,East,Ohio,Akron,44312,A000207
KH-16630,Central,Oklahoma,Norman,73071,A000208
SC-20095,West,California,Concord,94521,A000209
NF-18385,Central,Illinois,Decatur,62521,A000210
JH-15985,West,Washington,Seattle,98115,A000211
TN-21040,West,Arizona,Phoenix,85023,A000212
JS-15940,Central,Illinois,Park Ridge,60068,A000213
DS-13180,Central,Texas,Amarillo,79109,A000214
CC-12670,Central,Illinois,Chicago,60610,A000215
MH-17785,East,New York,Lindenhurst,11757,A000216
JP-15520,West,California,San Francisco,94110,A000217
KH-16690,West,California,Los Angeles,90008,A000218
JE-15475,East,New York,Troy,12180,A000219
JG-15805,East,New York,New York City,10024,A000220
XP-21865,West,California,San Diego,92024,A000221
EM-14065,East,New York,New York City,10024,A000222
MT-18070,West,California,Los Angeles,90045,A000223
SA-20830,Central,Illinois,Chicago,60610,A000224
CW-11905,Central,Texas,Huntsville,77340,A000225
AJ-10960,East,New York,Rochester,14609,A000226
SS-20590,West,Washington,Seattle,98115,A000227
RO-19780,South,Tennessee,Memphis,38109,A000228
MD-17350,South,Arkansas,Fayetteville,72701,A000229
SC-20095,West,California,Costa Mesa,92627,A000230
MY-17380,West,Colorado,Parker,80134,A000231
EB-13705,East,New York,New York City,10024,A000232
CM-12385,South,Georgia,Atlanta,30318,A000233
LS-17245,Central,Missouri,Gladstone,64118,A000234
LF-17185,East,Ohio,Newark,43055,A000235
BN-11515,West,California,Los Angeles,90049,A000236
AD-10180,West,Montana,Great Falls,59405,A000237
DB-13210,Central,Texas,Houston,77041,A000238
MC-17605,Central,Michigan,Detroit,48234,A000239
LH-17155,West,California,Los Angeles,90032,A000240
BD-11605,East,Massachusetts,Lawrence,1841,A000241
PH-18790,South,Florida,Lakeland,33801,A000242
MG-18145,East,Pennsylvania,Philadelphia,19134,A000243
KB-16240,West,California,Los Angeles,90036,A000244
JC-15340,West,California,Los Angeles,90032,A000245
RL-19615,South,Alabama,Montgomery,36116,A000246
AA-10375,West,Arizona,Mesa,85204,A000247
EP-13915,Central,Illinois,Chicago,60653,A000248
MP-17470,East,New York,New York City,10009,A000249
DK-12985,South,Kentucky,Henderson,42420,A000250
BD-11500,Central,Wisconsin,Green Bay,54302,A000251
ES-14080,West,Arizona,Tucson,85705,A000252
LM-17065,East,Ohio,Springfield,45503,A000253
PG-18895,Central,Texas,Fort Worth,76106,A000254
AS-10135,East,New York,New York City,10035,A000255
DK-13225,Central,Illinois,Chicago,60653,A000256
BD-11320,West,California,San Francisco,94110,A000257
RC-19960,South,Florida,Jacksonville,32216,A000258
GT-14710,Central,Texas,Houston,77070,A000259
DK-13225,West,California,Anaheim,92804,A000260
AJ-10945,South,North Carolina,Wilmington,28403,A000261
OT-18730,West,California,Los Angeles,90045,A000262
LP-17080,West,California,San Francisco,94110,A000263
CA-12775,South,Florida,Tampa,33614,A000264
JF-15490,West,Washington,Seattle,98105,A000265
FP-14320,West,California,Los Angeles,90008,A000266
EB-13840,West,Washington,Seattle,98105,A000267
JF-15415,East,New York,New York City,10024,A000268
SF-20200,West,Washington,Marysville,98270,A000269
TG-21640,West,California,Long Beach,90805,A000270
CS-11950,Central,Illinois,Chicago,60610,A000271
CC-12145,West,California,Los Angeles,90004,A000272
DV-13465,West,Colorado,Denver,80219,A000273
BD-11725,South,Kentucky,Richmond,40475,A000274
ZC-21910,West,Oregon,Salem,97301,A000275
MS-17830,Central,Texas,Laredo,78041,A000276
LR-16915,West,California,San Diego,92024,A000277
TP-21130,East,Pennsylvania,Philadelphia,19134,A000278
CK-12205,East,Pennsylvania,Philadelphia,19120,A000279
AS-10240,South,Florida,Tampa,33614,A000280
AR-10510,East,Pennsylvania,Philadelphia,19134,A000281
NB-18655,Central,Texas,Dallas,75217,A000282
GD-14590,East,Pennsylvania,Philadelphia,19143,A000283
CK-12595,East,Ohio,Grove City,43123,A000284
NG-18355,East,New York,New York City,10011,A000285
CA-12265,Central,Illinois,Chicago,60610,A000286
SF-20965,Central,Michigan,Dearborn,48126,A000287
MO-17800,East,New York,New York City,10009,A000288
AT-10735,West,Washington,Seattle,98115,A000289
LC-17140,West,California,San Francisco,94122,A000290
FM-14380,West,Colorado,Aurora,80013,A000291
BD-11605,South,Florida,Miami,33180,A000292
DJ-13420,South,Georgia,Warner Robins,31088,A000293
ME-17725,West,Colorado,Aurora,80013,A000294
RB-19465,West,California,Vallejo,94591,A000295
JD-16150,Central,Minnesota,Minneapolis,55407,A000296
JL-15835,West,California,Mission Viejo,92691,A000297
SC-20305,Central,Michigan,Rochester Hills,48307,A000298
TW-21025,East,New Jersey,Plainfield,7060,A000299
CC-12430,Central,Indiana,Columbus,47201,A000300
BB-10990,West,Arizona,Sierra Vista,85635,A000301
AR-10825,West,Washington,Vancouver,98661,A000302
SR-20740,East,New York,New York City,10024,A000303
AR-10405,East,New York,New York City,10035,A000304
CR-12730,East,Ohio,Columbus,43229,A000305
EH-14125,Central,Illinois,Aurora,60505,A000306
CB-12025,Central,Texas,Arlington,76017,A000307
SP-20545,East,New York,New York City,10011,A000308
RC-19825,South,Kentucky,Louisville,40214,A000309
TH-21235,Central,Texas,Dallas,75081,A000310
RP-19390,East,Ohio,Cleveland,44105,A000311
MO-17800,Central,Illinois,Chicago,60653,A000312
TD-20995,Central,Illinois,Quincy,62301,A000313
RB-19570,Central,Indiana,Columbus,47201,A000314
CD-11980,Central,Texas,Tyler,75701,A000315
DJ-13630,East,New York,New York City,10024,A000316
GT-14635,South,North Carolina,Burlington,27217,A000317
MC-17845,South,Mississippi,Jackson,39212,A000318
RA-19285,East,New York,New York City,10035,A000319
NP-18325,South,Virginia,Waynesboro,22980,A000320
AB-10165,West,California,Los Angeles,90036,A000321
JO-15550,East,Pennsylvania,Chester,19013,A000322
Dl-13600,East,Ohio,Cleveland,44105,A000323
AS-10285,West,Washington,Seattle,98103,A000324
JK-15370,West,California,Long Beach,90805,A000325
BN-11470,South,North Carolina,Cary,27511,A000326
DP-13165,East,New York,New York City,10035,A000327
TH-21550,East,New York,New York City,10035,A000328
AP-10915,South,Florida,Palm Coast,32137,A000329
RS-19765,East,New York,Mount Vernon,10550,A000330
Dl-13600,West,Washington,Seattle,98105,A000331
SV-20365,East,Delaware,Dover,19901,A000332
KC-16540,East,Ohio,Newark,43055,A000333
CK-12325,West,Utah,Orem,84057,A000334
RD-19810,West,California,Los Angeles,90045,A000335
MP-17965,Central,Michigan,Detroit,48205,A000336
MR-17545,East,Pennsylvania,Philadelphia,19140,A000337
SC-20695,South,Florida,Hialeah,33012,A000338
JF-15355,Central,Texas,Austin,78745,A000339
EG-13900,East,New York,Oceanside,11572,A000340
DS-13030,West,Washington,Seattle,98115,A000341
GZ-14470,West,California,San Francisco,94110,A000342
PO-19195,Central,Illinois,Naperville,60540,A000343
SS-20875,Central,Texas,Dallas,75220,A000344
MH-17785,West,California,San Diego,92105,A000345
PB-19105,Central,Illinois,Evanston,60201,A000346
RF-19735,Central,Michigan,Trenton,48183,A000347
YC-21895,West,California,San Francisco,94110,A000348
MS-17830,West,California,Los Angeles,90036,A000349
NB-18655,South,Florida,Jacksonville,32216,A000350
DC-13285,Central,Minnesota,Cottage Grove,55016,A000351
CP-12340,East,New York,New York City,10009,A000352
BF-11020,Central,Wisconsin,Green Bay,54302,A000353
AR-10510,West,California,Los Angeles,90004,A000354
JC-16105,South,Georgia,Atlanta,30318,A000355
LH-17020,East,Ohio,Columbus,43229,A000356
CS-12250,South,Louisiana,Bossier City,71111,A000357
AJ-10795,South,Florida,Saint Petersburg,33710,A000358
LE-16810,South,Virginia,Arlington,22204,A000359
BV-11245,Central,Iowa,Des Moines,50315,A000360
DL-12865,East,Ohio,Cincinnati,45231,A000361
NZ-18565,West,California,San Francisco,94110,A000362
BM-11785,East,Ohio,Columbus,43229,A000363
EA-14035,South,South Carolina,Columbia,29203,A000364
CL-12565,West,California,Lancaster,93534,A000365
LT-17110,West,California,Lancaster,93534,A000366
SA-20830,South,Virginia,Richmond,23223,A000367
JK-15730,South,North Carolina,Asheville,28806,A000368
ES-14020,West,California,San Francisco,94110,A000369
RH-19495,Central,Minnesota,Rochester,55901,A000370
DB-13120,East,New York,Rochester,14609,A000371
CD-11920,West,California,Lake Elsinore,92530,A000372
HW-14935,West,California,San Diego,92105,A000373
HW-14935,East,New York,New York City,10024,A000374
MC-18130,South,Louisiana,Monroe,71203,A000375
GM-14440,West,California,San Francisco,94122,A000376
RA-19915,West,Colorado,Denver,80219,A000377
AA-10375,Central,Nebraska,Omaha,68104,A000378
ZC-21910,West,Washington,Edmonds,98026,A000379
PJ-19015,West,California,Santa Ana,92704,A000380
BW-11110,Central,Wisconsin,Milwaukee,53209,A000381
DB-13210,East,Pennsylvania,Philadelphia,19140,A000382
CA-12775,East,Pennsylvania,Philadelphia,19140,A000383
TR-21325,East,New Jersey,Belleville,7109,A000384
PG-18820,West,California,San Francisco,94110,A000385
GT-14710,Central,Minnesota,Lakeville,55044,A000386
JE-15745,South,Kentucky,Florence,41042,A000387
JB-15400,South,Florida,Tampa,33614,A000388
LH-17020,Central,Texas,Tyler,75701,A000389
JL-15175,South,Tennessee,Columbia,38401,A000390
EB-13705,Central,Texas,Fort Worth,76106,A000391
BM-11650,East,New York,New York City,10035,A000392
EM-14095,West,California,Los Angeles,90036,A000393
AF-10885,South,Kentucky,Louisville,40214,A000394
GA-14725,East,Ohio,Lorain,44052,A000395
CK-12760,East,New Jersey,Linden,7036,A000396
DP-13105,West,California,Salinas,93905,A000397
VD-21670,South,Mississippi,Jackson,39212,A000398
GT-14710,East,New York,New York City,10035,A000399
BK-11260,East,New York,New York City,10035,A000400
SJ-20125,East,New Jersey,New Brunswick,8901,A000401
CM-12445,West,California,San Francisco,94122,A000402
AJ-10795,South,Florida,Jacksonville,32216,A000403
AJ-10780,South,Virginia,Springfield,22153,A000404
LS-16945,East,Pennsylvania,Philadelphia,19140,A000405
GP-14740,East,Pennsylvania,Lancaster,17602,A000406
PK-18910,East,Pennsylvania,Philadelphia,19143,A000407
TB-21520,East,New Hampshire,Concord,3301,A000408
SM-20005,East,New York,New York City,10009,A000409
GA-14725,South,North Carolina,Charlotte,28205,A000410
CC-12430,East,New Hampshire,Concord,3301,A000411
AG-10765,East,Pennsylvania,Philadelphia,19120,A000412
HP-14815,East,New York,New York City,10024,A000413
DK-13090,South,Virginia,Springfield,22153,A000414
GZ-14470,West,California,San Francisco,94109,A000415
PM-19135,Central,Michigan,Detroit,48227,A000416
LL-16840,East,New York,Rochester,14609,A000417
JS-15595,West,California,Los Angeles,90045,A000418
OT-18730,West,California,San Diego,92105,A000419
EL-13735,East,Maryland,Columbia,21044,A000420
CK-12760,West,California,San Francisco,94122,A000421
JE-15475,East,New York,New Rochelle,10801,A000422
TH-21550,Central,Michigan,Detroit,48227,A000423
PC-18745,West,California,San Francisco,94122,A000424
HL-15040,Central,Texas,Houston,77095,A000425
MS-17365,Central,Michigan,Detroit,48227,A000426
GB-14530,East,New York,Auburn,13021,A000427
JR-16210,East,Ohio,Springfield,45503,A000428
TD-20995,Central,Texas,Garland,75043,A000429
DB-13060,Central,Illinois,Chicago,60653,A000430
LC-17140,West,California,Los Angeles,90032,A000431
PO-18865,East,New York,New York City,10009,A000432
BE-11335,Central,Michigan,Jackson,49201,A000433
SC-20050,East,Connecticut,Norwich,6360,A000434
BM-11650,Central,Wisconsin,Milwaukee,53209,A000435
KL-16555,Central,Texas,San Antonio,78207,A000436
RW-19630,Central,Texas,Dallas,75220,A000437
RC-19825,South,Virginia,Alexandria,22304,A000438
SE-20110,East,New York,New York City,10009,A000439
AH-10075,East,New York,New York City,10011,A000440
JM-15535,East,Pennsylvania,Philadelphia,19143,A000441
JJ-15760,South,Virginia,Springfield,22153,A000442
AB-10165,East,Ohio,Toledo,43615,A000443
RK-19300,East,Pennsylvania,Philadelphia,19140,A000444
CG-12040,East,Pennsylvania,Philadelphia,19120,A000445
RA-19885,West,New Mexico,Farmington,87401,A000446
RP-19270,West,California,Riverside,92503,A000447
KC-16255,West,California,San Francisco,94110,A000448
RW-19630,West,California,Torrance,90503,A000449
JL-15850,West,Washington,Seattle,98105,A000450
CA-12775,West,Arizona,Mesa,85204,A000451
RB-19795,East,Pennsylvania,Philadelphia,19120,A000452
KH-16360,East,Pennsylvania,Philadelphia,19143,A000453
GH-14665,Central,Texas,Round Rock,78664,A000454
SW-20275,South,Mississippi,Jackson,39212,A000455
JA-15970,West,Arizona,Phoenix,85023,A000456
DL-12925,West,California,Oceanside,92054,A000457
LW-16990,West,California,San Francisco,94110,A000458
TB-21190,South,Arkansas,Fayetteville,72701,A000459
CV-12805,West,California,San Francisco,94110,A000460
MS-17365,South,Florida,Boca Raton,33433,A000461
BS-11800,East,New York,New York City,10011,A000462
DL-13315,East,Pennsylvania,Philadelphia,19134,A000463
PO-19195,East,New York,New York City,10011,A000464
TD-20995,West,Oregon,Portland,97206,A000465
BW-11110,Central,Michigan,Detroit,48205,A000466
RW-19690,South,North Carolina,Wilmington,28403,A000467
KB-16600,Central,Indiana,Columbus,47201,A000468
EB-13870,East,New York,New York City,10035,A000469
TZ-21580,West,Colorado,Louisville,80027,A000470
AS-10630,Central,Texas,Pasadena,77506,A000471
TS-21340,Central,Texas,Houston,77041,A000472
JG-15805,East,New York,Auburn,13021,A000473
SL-20155,South,Florida,Jacksonville,32216,A000474
TS-21610,East,New York,New York City,10024,A000475
RF-19735,West,California,San Jose,95123,A000476
MW-18235,South,Virginia,Virginia Beach,23464,A000477
RD-19585,South,Kentucky,Henderson,42420,A000478
FM-14290,West,Washington,Vancouver,98661,A000479
RH-19495,East,New York,New York City,10024,A000480
RA-19945,West,California,Murrieta,92563,A000481
JK-15730,South,North Carolina,Jacksonville,28540,A000482
MT-17815,West,Arizona,Scottsdale,85254,A000483
PO-18850,Central,Iowa,Burlington,52601,A000484
AT-10735,Central,Illinois,Chicago,60653,A000485
VG-21790,West,California,San Diego,92037,A000486
PF-19165,West,Washington,Olympia,98502,A000487
JS-15880,West,Washington,Seattle,98103,A000488
MO-17800,West,California,Los Angeles,90036,A000489
KM-16225,East,New York,New York City,10011,A000490
GT-14710,East,District of Columbia,Washington,20016,A000491
PB-19150,East,Pennsylvania,Philadelphia,19134,A000492
HR-14770,West,California,Los Angeles,90045,A000493
DE-13255,East,Ohio,Springfield,45503,A000494
LA-16780,East,New Jersey,Hackensack,7601,A000495
AG-10390,East,Ohio,Cincinnati,45231,A000496
EL-13735,Central,Missouri,Jefferson City,65109,A000497
JJ-15445,West,California,Los Angeles,90004,A000498
JH-15430,South,North Carolina,Burlington,27217,A000499
RD-19660,Central,Missouri,Saint Peters,63376,A000500
MO-17500,East,New York,New York City,10035,A000501
NS-18640,Central,Illinois,Chicago,60610,A000502
SN-20710,Central,Illinois,Rockford,61107,A000503
ZC-21910,South,Florida,Miami,33142,A000504
LC-16885,West,California,San Francisco,94109,A000505
DG-13300,East,Pennsylvania,Philadelphia,19134,A000506
NF-18595,East,New York,New York City,10009,A000507
BP-11185,West,California,San Diego,92037,A000508
MG-17650,East,Pennsylvania,Philadelphia,19143,A000509
JD-16060,Central,Texas,Houston,77095,A000510
TS-21160,East,Ohio,Toledo,43615,A000511
BD-11620,West,California,San Francisco,94122,A000512
CM-12160,Central,Texas,Brownsville,78521,A000513
RB-19795,East,Pennsylvania,Philadelphia,19143,A000514
SN-20560,West,California,Los Angeles,90008,A000515
EH-14005,West,Colorado,Denver,80219,A000516
FO-14305,East,New York,New York City,10035,A000517
MS-17710,West,Arizona,Mesa,85204,A000518
CC-12100,Central,Indiana,Columbus,47201,A000519
DW-13540,West,Washington,Seattle,98105,A000520
BT-11395,Central,Michigan,Detroit,48227,A000521
KD-16270,East,New York,Yonkers,10701,A000522
LC-16870,Central,Iowa,Des Moines,50315,A000523
CY-12745,West,California,Oakland,94601,A000524
LW-16990,South,North Carolina,Monroe,28110,A000525
NP-18325,West,California,San Diego,92105,A000526
BT-11485,East,Maryland,Clinton,20735,A000527
PS-19045,South,North Carolina,Charlotte,28205,A000528
NS-18640,West,California,Los Angeles,90049,A000529
PV-18985,West,California,San Francisco,94122,A000530
RP-19390,Central,Texas,Houston,77041,A000531
NM-18520,West,California,Riverside,92503,A000532
EH-13945,Central,Texas,Houston,77041,A000533
RA-19915,West,California,Encinitas,92024,A000534
DL-13495,West,California,San Francisco,94110,A000535
CS-12355,South,Georgia,Roswell,30076,A000536
HL-15040,South,Arkansas,Jonesboro,72401,A000537
PA-19060,Central,Indiana,Richmond,47374,A000538
BD-11605,South,Virginia,Springfield,22153,A000539
GG-14650,West,California,Antioch,94509,A000540
JS-15940,East,Pennsylvania,Philadelphia,19134,A000541
LR-16915,South,Florida,Homestead,33030,A000542
FH-14275,Central,Indiana,La Porte,46350,A000543
AP-10915,West,California,Los Angeles,90045,A000544
NC-18340,Central,Michigan,Lansing,48911,A000545
CB-12535,East,Ohio,Cuyahoga Falls,44221,A000546
KL-16555,West,Nevada,Reno,89502,A000547
PS-19045,South,Virginia,Harrisonburg,22801,A000548
GB-14530,West,California,Los Angeles,90004,A000549
AA-10315,Central,Minnesota,Minneapolis,55407,A000550
LT-16765,West,California,Escondido,92025,A000551
AP-10720,East,New York,New York City,10035,A000552
PM-18940,Central,Michigan,Jackson,49201,A000553
KC-16540,West,Washington,Seattle,98115,A000554
